timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1649997100062,826,https://www.demoblaze.com/index.html-5,200,OK,invalid_user 4-7,text,true,,911,520,15,35,https://www.demoblaze.com/css/latostyle.css,660,0,414
1649997100063,657,https://www.demoblaze.com/index.html-6,200,OK,invalid_user 4-7,bin,true,,4263,509,15,35,https://www.demoblaze.com/bm.png,622,0,406
1649997100276,1510,https://www.demoblaze.com/index.html-7,200,OK,invalid_user 4-7,bin,true,,27679,515,15,35,https://www.demoblaze.com/Samsung1.jpg,1435,0,1312
1649997100285,1087,https://www.demoblaze.com/index.html-8,200,OK,invalid_user 4-7,bin,true,,34140,513,15,35,https://www.demoblaze.com/nexus1.jpg,933,0,797
1649997100347,1065,https://www.demoblaze.com/index.html-9,200,OK,invalid_user 4-7,bin,true,,34899,514,15,35,https://www.demoblaze.com/iphone1.jpg,918,0,752
1649997100383,738,https://www.demoblaze.com/index.html-10,200,OK,invalid_user 4-7,text,true,,36533,541,15,35,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,588,0,383
1649997100722,542,https://www.demoblaze.com/index.html-11,200,OK,invalid_user 4-7,text,true,,160485,542,15,35,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,212,0,0
1649997100891,611,https://www.demoblaze.com/index.html-12,200,OK,invalid_user 4-7,text,true,,72726,567,15,35,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,415,0,0
1649997101122,465,https://www.demoblaze.com/index.html-13,200,OK,invalid_user 4-7,text,true,,9432,544,15,35,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,450,0,311
1649997101269,154,https://www.demoblaze.com/index.html-14,200,OK,invalid_user 4-7,text,true,,15535,550,15,35,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,154,0,0
1649997101372,124,https://www.demoblaze.com/index.html-15,200,OK,invalid_user 4-7,text,true,,2844,514,15,35,https://www.demoblaze.com/js/index.js,124,0,0
1649997099237,2554,https://www.demoblaze.com/index.html,200,OK,invalid_user 4-3,text,true,,482354,8474,15,35,https://www.demoblaze.com/index.html,492,0,181
1649997099237,540,https://www.demoblaze.com/index.html-0,200,OK,invalid_user 4-3,text,true,,19902,513,15,35,https://www.demoblaze.com/index.html,492,0,181
1649997099786,134,https://www.demoblaze.com/index.html-1,200,OK,invalid_user 4-3,bin,true,,5483,514,15,35,https://www.demoblaze.com/favicon.ico,133,0,0
1649997099786,398,https://www.demoblaze.com/index.html-2,200,OK,invalid_user 4-3,text,true,,28360,552,15,35,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,318,0,200
1649997099786,360,https://www.demoblaze.com/index.html-3,200,OK,invalid_user 4-3,text,true,,12381,546,15,35,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,350,0,202
1649997099787,321,https://www.demoblaze.com/index.html-4,200,OK,invalid_user 4-3,text,true,,1314,520,15,35,https://www.demoblaze.com/css/latofonts.css,321,0,199
1649997099787,358,https://www.demoblaze.com/index.html-5,200,OK,invalid_user 4-3,text,true,,1007,520,15,35,https://www.demoblaze.com/css/latostyle.css,358,0,201
1649997099787,559,https://www.demoblaze.com/index.html-6,200,OK,invalid_user 4-3,bin,true,,4263,509,15,35,https://www.demoblaze.com/bm.png,559,0,201
1649997099931,471,https://www.demoblaze.com/index.html-7,200,OK,invalid_user 4-3,bin,true,,27679,515,15,35,https://www.demoblaze.com/Samsung1.jpg,356,0,226
1649997100109,826,https://www.demoblaze.com/index.html-8,200,OK,invalid_user 4-3,bin,true,,34140,513,15,35,https://www.demoblaze.com/nexus1.jpg,355,0,0
1649997100158,682,https://www.demoblaze.com/index.html-9,200,OK,invalid_user 4-3,bin,true,,34899,514,15,35,https://www.demoblaze.com/iphone1.jpg,386,0,0
1649997100163,843,https://www.demoblaze.com/index.html-10,200,OK,invalid_user 4-3,text,true,,36078,541,15,35,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,380,0,0
1649997100276,1515,https://www.demoblaze.com/index.html-11,200,OK,invalid_user 4-3,text,true,,159911,542,15,35,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,1256,0,1135
1649997100351,1351,https://www.demoblaze.com/index.html-12,200,OK,invalid_user 4-3,text,true,,73247,567,15,35,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,1173,0,1060
1649997100415,895,https://www.demoblaze.com/index.html-13,200,OK,invalid_user 4-3,text,true,,25335,544,15,35,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,806,0,350
1649997100845,459,https://www.demoblaze.com/index.html-14,200,OK,invalid_user 4-3,text,true,,15534,550,15,35,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,419,0,0
1649997100936,383,https://www.demoblaze.com/index.html-15,200,OK,invalid_user 4-3,text,true,,2821,514,15,35,https://www.demoblaze.com/js/index.js,382,0,239
1649997101686,108,https://www.demoblaze.com/config.json,200,OK,invalid_user 4-5,text,true,,592,429,15,35,https://www.demoblaze.com/config.json,108,0,0
1649997101725,107,https://www.demoblaze.com/config.json,200,OK,invalid_user 4-14,text,true,,535,429,15,35,https://www.demoblaze.com/config.json,107,0,0
1649997101489,356,https://api.demoblaze.com/check,200,OK,invalid_user 4-4,text,true,,298,431,15,35,https://api.demoblaze.com/check,356,0,0
1649997101751,101,https://www.demoblaze.com/config.json,200,OK,invalid_user 4-13,text,true,,536,429,15,35,https://www.demoblaze.com/config.json,100,0,0
1649997099595,2258,https://www.demoblaze.com/index.html,200,OK,invalid_user 4-10,text,true,,466261,8474,15,35,https://www.demoblaze.com/index.html,283,0,176
1649997099595,353,https://www.demoblaze.com/index.html-0,200,OK,invalid_user 4-10,text,true,,19902,513,15,35,https://www.demoblaze.com/index.html,283,0,176
1649997100043,388,https://www.demoblaze.com/index.html-1,200,OK,invalid_user 4-10,bin,true,,5483,514,15,35,https://www.demoblaze.com/favicon.ico,388,0,214
1649997099993,935,https://www.demoblaze.com/index.html-2,200,OK,invalid_user 4-10,text,true,,28607,552,15,35,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,586,0,217
1649997099994,352,https://www.demoblaze.com/index.html-3,200,OK,invalid_user 4-10,text,true,,12653,546,15,35,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,320,0,179
1649997100050,334,https://www.demoblaze.com/index.html-4,200,OK,invalid_user 4-10,text,true,,1280,520,15,35,https://www.demoblaze.com/css/latofonts.css,334,0,189
1649997099961,355,https://www.demoblaze.com/index.html-5,200,OK,invalid_user 4-10,text,true,,1000,520,15,35,https://www.demoblaze.com/css/latostyle.css,355,0,0
1649997100060,320,https://www.demoblaze.com/index.html-6,200,OK,invalid_user 4-10,bin,true,,4263,509,15,35,https://www.demoblaze.com/bm.png,318,0,176
1649997100317,991,https://www.demoblaze.com/index.html-7,200,OK,invalid_user 4-10,bin,true,,27679,515,15,35,https://www.demoblaze.com/Samsung1.jpg,854,0,721
1649997100350,1503,https://www.demoblaze.com/index.html-8,200,OK,invalid_user 4-10,bin,true,,34140,513,15,35,https://www.demoblaze.com/nexus1.jpg,1416,0,1312
1649997100387,723,https://www.demoblaze.com/index.html-9,200,OK,invalid_user 4-10,bin,true,,34899,514,15,35,https://www.demoblaze.com/iphone1.jpg,585,0,382
1649997100385,739,https://www.demoblaze.com/index.html-10,200,OK,invalid_user 4-10,text,true,,36173,541,15,35,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,588,0,385
1649997100432,873,https://www.demoblaze.com/index.html-11,200,OK,invalid_user 4-10,text,true,,159911,542,15,35,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,455,0,0
1649997100936,636,https://www.demoblaze.com/index.html-12,200,OK,invalid_user 4-10,text,true,,72844,567,15,35,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,474,0,284
1649997101111,161,https://www.demoblaze.com/index.html-13,200,OK,invalid_user 4-10,text,true,,9092,544,15,35,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,161,0,0
1649997101126,182,https://www.demoblaze.com/index.html-14,200,OK,invalid_user 4-10,text,true,,15344,550,15,35,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,179,0,0
1649997101277,400,https://www.demoblaze.com/index.html-15,200,OK,invalid_user 4-10,text,true,,2991,514,15,35,https://www.demoblaze.com/js/index.js,400,0,250
1649997101750,110,https://www.demoblaze.com/config.json,200,OK,Send_message 6-1,text,true,,465,429,1,35,https://www.demoblaze.com/config.json,110,0,0
1649997101776,103,https://www.demoblaze.com/config.json,200,OK,invalid_user 4-15,text,true,,612,429,15,35,https://www.demoblaze.com/config.json,103,0,0
1649997101787,118,https://www.demoblaze.com/config.json,200,OK,invalid_user 4-7,text,true,,540,429,15,35,https://www.demoblaze.com/config.json,118,0,0
1649997101792,117,https://www.demoblaze.com/config.json,200,OK,invalid_user 4-3,text,true,,629,429,15,35,https://www.demoblaze.com/config.json,116,0,0
1649997101589,324,https://api.demoblaze.com/check,200,OK,invalid_user 4-2,text,true,,298,431,15,35,https://api.demoblaze.com/check,324,0,0
1649997101573,343,https://api.demoblaze.com/check,200,OK,invalid_user 4-8,text,true,,298,431,15,35,https://api.demoblaze.com/check,342,0,0
1649997101617,338,https://api.demoblaze.com/check,200,OK,invalid_user 4-1,text,true,,298,431,15,35,https://api.demoblaze.com/check,338,0,0
1649997101853,118,https://www.demoblaze.com/config.json,200,OK,invalid_user 4-10,text,true,,456,429,15,35,https://www.demoblaze.com/config.json,118,0,0
1649997101506,521,https://api.demoblaze.com/signup,200,OK,Signup_Users 2-1,text,false,"Test failed: text expected to contain /""""/",257,450,15,35,https://api.demoblaze.com/signup,521,0,193
